,MMM,ABT,MO,AEP,ADM,BAX,BDX,BA,BMY,CPB,CAT,CVX,CLX,CMS,KO,CL,COP,ED,CSX,CMI,CVS,DE,DTE,ETN,EIX,EMR,ETR,EXC,XOM,F,GE,GD,GIS,GPC,HAL,HSY,HON,HPQ,IBM,IP,JNJ,KMB,KR,LLY,LMT,MCD,MRK,MSI,NEM,NSC,NOC,OXY,PEP,PFE,PPG,PG,PEG,RTX,SPGI,SLB,SHW,SO,UNP,XEL
F,0.38180814143395586,0.2543658759972019,0.2371113297381903,0.2459386830813291,0.2928645893872452,0.2414070325530961,0.22896353570284808,0.36921798769458897,0.26098209252822774,0.17926901192193503,0.42942658840185954,0.3383059817109745,0.1917823972372349,0.23157989499196321,0.29384252508194225,0.23654131954010246,0.2983083522045489,0.22872458450449612,0.39171997777617457,0.40366139425334463,0.2514918582815232,0.37266123902963827,0.27355239245611995,0.4308673552329755,0.227475018566,0.43090979176714356,0.22417587507241363,0.23509975835677413,0.32712491693489515,1.0,0.4410718214304084,0.31453652178583164,0.19593478278876483,0.3999326009272344,0.31177720911973966,0.22166726399014566,0.409597803243301,0.3320990741806362,0.32681684526560667,0.41684107189599573,0.2619327838386941,0.2366542378923228,0.18242391590989768,0.23793437281268842,0.23327692798326585,0.29990132585413504,0.25863990680650173,0.32838188910786936,0.08436040320404159,0.3895501581041067,0.2335829043535695,0.30756828684186105,0.23943363548820923,0.26528132527618997,0.4421251273063871,0.25224912686260664,0.2821081022118724,0.3889500884988855,0.3453037207446915,0.32878216678461325,0.3255791302083526,0.23114202712118148,0.38193906869180116,0.22854899668094997
GE,0.5036101574207518,0.353661469592383,0.3006586923028844,0.30029503309327515,0.3474462632297878,0.31820653952214717,0.28676428181911845,0.46748842986598177,0.3522300899938678,0.24277392068734432,0.4813244933470422,0.4159855231943501,0.23327435823787612,0.26559546301712283,0.39676784650267455,0.3236243599468845,0.37262294507514315,0.2829594513508739,0.4378451838454161,0.4301970952260742,0.3184738483848249,0.4264291189615956,0.33815447761558715,0.49825189321441,0.2944544060249017,0.5476901726163343,0.26811803628596875,0.30790817139661586,0.437813471025681,0.4410718214304084,1.0,0.3724101482029537,0.25590089779967784,0.4517103881139644,0.37118020585208744,0.3075652912745059,0.4996925627927382,0.3937557027209455,0.43557299030377494,0.47559842932708046,0.37443769720383707,0.3025292226280256,0.23714617998162776,0.3406094143988936,0.302021475239498,0.37548922929929474,0.34847956255484847,0.374624310968093,0.08154302234254111,0.448634405919593,0.2905145613887553,0.378210343445653,0.3353361457713291,0.37254875617730304,0.4840976301750059,0.3625585326455869,0.35058937835592646,0.5088183897376712,0.4125962089037029,0.4074176304160714,0.37281715454578224,0.29596644730448773,0.43908863359087685,0.2632596244791999
GD,0.3692025806091308,0.28063626925409313,0.2501676944375902,0.29786668356933194,0.28558928358105107,0.26175964024535775,0.27096535120758386,0.40669422646713405,0.2617034356766036,0.22801319314446683,0.3682453425027806,0.3631616476438838,0.21008734838996207,0.23659160796799303,0.3006886758748942,0.2824927026391415,0.3217564364099232,0.2837253254255762,0.36399250549751155,0.35352481247756506,0.2697792847986,0.3396226642519488,0.3121231064361063,0.3878948139534498,0.26006937901798444,0.4092918930472421,0.27825821978302884,0.28691871000579217,0.37151390737758966,0.31453652178583164,0.3724101482029537,1.0,0.23424994422131418,0.3577044289647649,0.3025433377573151,0.2669393608698271,0.40393574685467076,0.2681544828668236,0.2948040845890873,0.33890606745270174,0.2940042025351611,0.2642584289019879,0.20083168729743156,0.2527630249445545,0.4694847019981314,0.2854593356400566,0.2841286593491681,0.25789607585089525,0.09871037848998876,0.3592341939971268,0.4597280940790211,0.3099045859602996,0.27160713857254853,0.2719119207524875,0.3791497950674787,0.2830328866128679,0.3222998517325279,0.43465201545933707,0.35712487836582507,0.321069604437636,0.3109482301584029,0.29072726699635376,0.37731717930810943,0.27798082015126957
GIS,0.2926630753522199,0.3325158823770417,0.3097880466027744,0.32375573309958294,0.2938281379260293,0.2907638802320003,0.2813180096809413,0.2021104265550288,0.31202321581870235,0.48441524277075065,0.21595329603667485,0.2432211174185509,0.3472187452914,0.26062579809750114,0.4052232885075499,0.3940357018573733,0.18957229049579155,0.3674119375723335,0.23969766151906785,0.18926622380770383,0.25611112583474355,0.2172758387271391,0.3217061879100128,0.21290608046397846,0.24346680702534734,0.27395113967206103,0.2699730664506202,0.29469967766599603,0.2633659318848938,0.19593478278876483,0.25590089779967784,0.23424994422131418,1.0,0.29668655213165784,0.15340283891150125,0.42260164842267745,0.25209829553368257,0.1820243540574474,0.2208961911632083,0.2578940192415524,0.3752299572505832,0.39129475052598817,0.2560830622602211,0.2897140656418939,0.2320576900872791,0.3009577278138781,0.3359131070346582,0.1938125499701623,0.08735777839715014,0.2542243719839924,0.24368036694012102,0.1650910971007277,0.42110291657547716,0.31265403705678735,0.29069982290323965,0.40491266366295986,0.31645165295723426,0.257618610904447,0.25786336271626825,0.16944218043952627,0.2614543415237994,0.33811094347311343,0.2618570710161704,0.3126115289775917
GPC,0.4624494105042906,0.31254340670410174,0.29279372265160203,0.3288579568771206,0.3413927645961923,0.285002142521424,0.2926061091575798,0.37991280837705127,0.3093107775227646,0.286758437515295,0.431361961848376,0.3865184041532915,0.27121942327762416,0.2748395775652485,0.3773327872717807,0.3280157103237998,0.31655475151035845,0.3234543528191934,0.44083475922185716,0.4135309632648649,0.30790575408189746,0.4089871148915419,0.36505054663295516,0.45932241854813033,0.28707892252214456,0.494043271573132,0.2855314818686004,0.31030461674827836,0.3914875281804531,0.3999326009272344,0.4517103881139644,0.3577044289647649,0.29668655213165784,1.0,0.31962083049973766,0.33835005267045604,0.4414514068219598,0.35590067392636543,0.3585802611207809,0.4285477568520046,0.35467104923908543,0.32421872697341925,0.2249828403765451,0.2895046349048112,0.29479052624437696,0.3473436447814814,0.3111006392059157,0.3273207062184061,0.10014572717596065,0.45806218723498,0.2884888536974225,0.30789054377325004,0.356325161840621,0.3153703950437661,0.4876900253028878,0.3442267683364215,0.3422320412891893,0.44255631542254203,0.3871923074097719,0.3543676109594073,0.40586907024421803,0.3307427941118462,0.4406307446655451,0.30124596448292706
HAL,0.3405530287633574,0.20619932560742896,0.21319899382714577,0.2261450617307707,0.32333887764683544,0.2233198335234101,0.21085160104509507,0.3504828397840533,0.22208905069838292,0.1439272371327533,0.4005725613920448,0.6099473121312136,0.1285923092577735,0.21388468657601295,0.248726401248651,0.20222007678199702,0.602655396411109,0.1795924750539907,0.3571161793987188,0.36395302239373845,0.2370127370346553,0.36413006287109645,0.28389193115650224,0.3925558279708215,0.23212164539400326,0.4399713198109605,0.24658730434523404,0.2607214866627092,0.5859326222438168,0.31177720911973966,0.37118020585208744,0.3025433377573151,0.15340283891150125,0.31962083049973766,1.0,0.21030827895122925,0.3710794459927201,0.2929211364238528,0.2967542135999489,0.3665386301825914,0.24359747192149592,0.18487435966201138,0.16156804432550156,0.21193198779361608,0.23474235424965317,0.23221983082012632,0.23987696361485839,0.2454123975661897,0.2084505035578219,0.36996944061975595,0.25441618633126856,0.597215220631013,0.21663056921997745,0.2516041479827669,0.3738397131002312,0.2102232650402627,0.29619564275389476,0.3731762598774504,0.32074683224144007,0.7616863402718751,0.24126751882495368,0.21780218964442008,0.3829360454149941,0.2003300601686296
HSY,0.32440186157041195,0.31794118194724946,0.3116380149732161,0.33704200844577903,0.3196222846480745,0.288677104673093,0.26016729104347425,0.2518815615979915,0.3067338118766304,0.4185704302479333,0.2520975716476029,0.30043057811322077,0.31377831365949554,0.3003808095607166,0.45011033332737654,0.38621670803954633,0.2266606879935063,0.3731204660481713,0.28281163632947004,0.21872435643988064,0.26243961646887637,0.2608378815429129,0.35358951827331975,0.2661497245515752,0.2737836049977212,0.3225416425584157,0.2944011621267864,0.3178168134523429,0.33291557731550425,0.22166726399014566,0.3075652912745059,0.2669393608698271,0.42260164842267745,0.33835005267045604,0.21030827895122925,1.0,0.3280944496253039,0.20105945071377396,0.2445133414733044,0.27834470982682874,0.37096862123475344,0.38764491995643524,0.24432492876427378,0.2969859465706527,0.28181556836726157,0.3398439736936725,0.32557792746200126,0.19138268578590398,0.10044743885002852,0.30577840663372496,0.25327988600156726,0.20005706400597684,0.4126944831760273,0.3089064552671726,0.340706757821849,0.42318448205369635,0.35336519367448127,0.31086399668935816,0.2983453791808074,0.22603135597072763,0.29390384909159123,0.36321569472429976,0.2998580789647924,0.3107702809939221
HON,0.4889962794325819,0.31748523412674334,0.28499254574908717,0.3150524774602115,0.3542444691387171,0.29692171009251994,0.27778018480169425,0.4565830555195048,0.30976154989198434,0.24390714493395854,0.4788032316391937,0.42285934663737224,0.2354168835115339,0.3021162760811042,0.3765349934678498,0.32556995140529116,0.365731751413698,0.29972928505449753,0.4637885643145409,0.4524700588664055,0.29349313155494927,0.43103703036463087,0.3402153169065738,0.496866633838314,0.2835848167576265,0.531650589313452,0.28348442173523675,0.30319984498109304,0.43154211495787437,0.409597803243301,0.4996925627927382,0.40393574685467076,0.25209829553368257,0.4414514068219598,0.3710794459927201,0.3280944496253039,1.0,0.37392672136280153,0.4006199453869871,0.4584584102225939,0.3444113294060271,0.34059202160263174,0.23086449237258785,0.3081007860021483,0.34948254749827146,0.35640905476083323,0.3115966115476215,0.3543739678624826,0.09538260536346063,0.4887085241667719,0.3427828594735657,0.35367427825584374,0.3195339736503599,0.32858274738266036,0.5115867195281414,0.3545950752492269,0.3495063917151057,0.5343053607814421,0.4106501628371206,0.4034639600492751,0.3950854144039683,0.3087486724157188,0.4601865132646205,0.28760255595311673
HPQ,0.3628560972852375,0.256838037349471,0.2172398928265235,0.21125513533808546,0.25338235967961353,0.2530683374816662,0.24768858063255467,0.3270581737579919,0.25756665731642453,0.16460399496512124,0.37051422921446264,0.31882320611276005,0.1593893939458464,0.19827209043809763,0.2738658788435876,0.21906857549846806,0.28234592353187016,0.17848430416918595,0.3487215561873401,0.34308878884830235,0.23293280952307754,0.32678232565383963,0.23406658560306604,0.3747579378899795,0.20682023551336184,0.41791742545210564,0.1838108543304254,0.21545518073066258,0.318739249491303,0.3320990741806362,0.3937557027209455,0.2681544828668236,0.1820243540574474,0.35590067392636543,0.2929211364238528,0.20105945071377396,0.37392672136280153,1.0,0.4605695946897289,0.33006185238891766,0.2554800022021095,0.21170499213302058,0.17750918078258845,0.23560911858480632,0.20422780525847656,0.28571200867195157,0.24911361707037952,0.4103571053041518,0.0960538026872264,0.338054088836186,0.21995932185907566,0.2725199938357567,0.24701065180229317,0.26585587422394974,0.36543304678850935,0.23495759724201132,0.24686523807484595,0.3565196718450861,0.33174697350767196,0.30974309654422855,0.30597522759063855,0.19055563716092025,0.3376799836571641,0.18313267791406992
IBM,0.38687799208419227,0.30334048272671404,0.25329895506240824,0.2593619852347204,0.2840948320453911,0.27198946314342,0.247409387915335,0.32502205110006954,0.3001291932042677,0.21203465054728113,0.37204482237730835,0.32687492264387086,0.1969484676920772,0.25247757485731975,0.31885567597360853,0.2791404458880352,0.28643657585788884,0.2532870852519524,0.34939639376448756,0.3382270309483743,0.2567572867467512,0.31978882901958056,0.27891460716508926,0.37790694600151903,0.2269005958441041,0.42897969747556713,0.24596583537825262,0.2667878416964219,0.35658324823065624,0.32681684526560667,0.43557299030377494,0.2948040845890873,0.2208961911632083,0.3585802611207809,0.2967542135999489,0.2445133414733044,0.4006199453869871,0.4605695946897289,1.0,0.3474545563585951,0.3159292631872954,0.2642069892387753,0.19133266487251152,0.27559687695127744,0.2575536548884764,0.3169909153879162,0.2803895054646226,0.3856513798691457,0.07821743062780673,0.3622896818495568,0.24606991110377216,0.2805861132935708,0.27973256099561583,0.3140369725105257,0.3673860344695059,0.2991623684677244,0.29118586597612023,0.38025239070181,0.34897782453420195,0.31967969893214665,0.3262060631299743,0.26486386168368153,0.3595301269848088,0.2559321962046028
IP,0.4952588108359556,0.2737797747354446,0.276252173359866,0.29244786944460055,0.35111383838729127,0.30474948560426646,0.27877620660951774,0.37827337966070895,0.29724807125488645,0.23317746659107694,0.5029029483940205,0.4030744529551195,0.23061049570195008,0.26256580987292644,0.32495236555796475,0.30017047765310034,0.36017901225418497,0.2726770957669085,0.46385821293627766,0.4600794651847423,0.294783368256858,0.4583280638818869,0.32036138431669825,0.4712542741846335,0.2769303692244211,0.49363176556577737,0.2744900147725637,0.29328679092366167,0.39785944164721493,0.41684107189599573,0.47559842932708046,0.33890606745270174,0.2578940192415524,0.4285477568520046,0.3665386301825914,0.27834470982682874,0.4584584102225939,0.33006185238891766,0.3474545563585951,1.0,0.29866513416700097,0.347360870155378,0.2190146298313921,0.27217150768146275,0.2774486029530726,0.30472780835912017,0.29834478588349694,0.33476642913579535,0.14209760482713737,0.4584875235309717,0.28196072023492535,0.3669159416722316,0.28760188767639483,0.3049960000096592,0.5401811037430575,0.3202030617493285,0.32625792256637204,0.4360060382343609,0.395963077165469,0.39595893290885703,0.3779964644166545,0.26802360913577566,0.4727567204408245,0.25137660739787077
JNJ,0.3939275274287722,0.5263718261237602,0.35071872976196156,0.3598160902553373,0.32453787658542216,0.41594689736109436,0.38381029848550496,0.28847119600518084,0.47604777951332966,0.34748226032878715,0.2909298824226552,0.34265622105510396,0.32667888370478887,0.2988358861962597,0.4774233096052535,0.4125992345974634,0.26494900604497873,0.37096536166183613,0.31127548118064996,0.25270901868261153,0.31857590908472544,0.2675342607868788,0.35204051704808453,0.29057889436178974,0.2641237059359307,0.3606493521385986,0.29892572834212916,0.3167237162205762,0.37969310094534575,0.2619327838386941,0.37443769720383707,0.2940042025351611,0.3752299572505832,0.35467104923908543,0.24359747192149592,0.37096862123475344,0.3444113294060271,0.2554800022021095,0.3159292631872954,0.29866513416700097,1.0,0.3802212704844759,0.2595705283110007,0.48308166748281617,0.28882234039344773,0.36941698807717727,0.5265796578218278,0.25906689222546797,0.0913560121949468,0.3360182604964246,0.286924847128726,0.24550632531033742,0.4440280959493056,0.5292536145990386,0.34105140741869067,0.47628685053548225,0.3440606024351836,0.3389085304252008,0.3373529918833212,0.26339838783564634,0.29968055245461267,0.3845988667866687,0.3232322558005014,0.3176671701067304
KMB,0.3687365326581652,0.3318312244979023,0.30743150143444187,0.32438211886174007,0.2951449022782319,0.3124420111974606,0.2911003923618308,0.25087539776657003,0.3226046385100957,0.3546980807068365,0.2788459715342526,0.2753026543088759,0.41602657804578597,0.284773306166418,0.4243651122162824,0.48432391952429477,0.2165305996954035,0.35910919258399765,0.29452852484323433,0.24604103905522173,0.2910805608636453,0.2847222284815107,0.3224979460498365,0.29326835299683596,0.25678975414947164,0.3187864314847797,0.27673950902220035,0.28705832007180554,0.29799496492858346,0.2366542378923228,0.3025292226280256,0.2642584289019879,0.39129475052598817,0.32421872697341925,0.18487435966201138,0.38764491995643524,0.34059202160263174,0.21170499213302058,0.2642069892387753,0.347360870155378,0.3802212704844759,1.0,0.2671400239256402,0.3136753645260507,0.2727134574952386,0.3332887164460433,0.3376221186042814,0.22802762267257703,0.08134715101552728,0.3012421756935493,0.26157988435524204,0.18904718063152504,0.37306694968925286,0.3267778685100427,0.35692021919810346,0.5106304532331952,0.32303684720456144,0.31319338678286224,0.29509190609695374,0.20642853965482813,0.30567632402966444,0.34297906405823037,0.31287854551877264,0.291217444465511
KR,0.2499804186224247,0.23320700453458665,0.2224119095555482,0.2443558441573906,0.22300195324995892,0.21007034348587092,0.19944980289005043,0.17356062287878873,0.22926572198802103,0.25975079449978977,0.21639409200063303,0.20716159770145753,0.2189109145927752,0.20721215120753067,0.2722146138578618,0.263810485946419,0.17979484929976497,0.2317092684648214,0.2281059001464145,0.18869447565777853,0.25870128369030626,0.19955485117487662,0.2039267888856727,0.21187429604271407,0.1769894099706514,0.23280608148151619,0.1964323194952516,0.20978792397762108,0.23414884365635869,0.18242391590989768,0.23714617998162776,0.20083168729743156,0.2560830622602211,0.2249828403765451,0.16156804432550156,0.24432492876427378,0.23086449237258785,0.17750918078258845,0.19133266487251152,0.2190146298313921,0.2595705283110007,0.2671400239256402,1.0,0.2118435009469795,0.19913391384347,0.24372157766318145,0.23403002329514005,0.16998677509178273,0.05492502578580717,0.22896141955787958,0.19260093125077582,0.1686281958226678,0.2401391369021459,0.23330127216751004,0.24374666297604497,0.2765533790424611,0.2223447764331137,0.23093085429960142,0.2003445534874864,0.17033381162607855,0.22914699753613746,0.23309843006018013,0.23693059110979342,0.2058719112309907
LLY,0.31534692009180576,0.4360204722805432,0.2916619149997819,0.2944704274577202,0.26248301967560383,0.3511882019223195,0.32366183386714426,0.27026532984305873,0.466422655993656,0.2846429359580498,0.27509481351148957,0.2721623804011639,0.2544341323480966,0.2524407255470459,0.3742141305422824,0.33792524908991695,0.2317168249391684,0.2911969183311661,0.26973466318512646,0.24830170297816617,0.2810248657242536,0.24226560020377136,0.27119994739953307,0.2933505090930369,0.21581578209854393,0.3339374718492451,0.23745047350336052,0.25452777619072187,0.2971038407133492,0.23793437281268842,0.3406094143988936,0.2527630249445545,0.2897140656418939,0.2895046349048112,0.21193198779361608,0.2969859465706527,0.3081007860021483,0.23560911858480632,0.27559687695127744,0.27217150768146275,0.48308166748281617,0.3136753645260507,0.2118435009469795,1.0,0.2510090479045869,0.28849999633558265,0.5049277159960015,0.23954047254922145,0.07530659920209773,0.2878833175327347,0.24260538809403792,0.21123672219586906,0.34638427272263034,0.49651221785268956,0.2994739955879069,0.3673603464140875,0.29856231625427226,0.29662931759589956,0.326827217894949,0.23001249508177748,0.26035818466239447,0.29953424007982415,0.28398062056804296,0.2562719876225666
LMT,0.3187346152264005,0.2704239083277478,0.23685791001145137,0.2702253261824539,0.2615073555303679,0.2336213362972791,0.24883395620386506,0.33870696876173695,0.23591266364082392,0.21242305955452662,0.29069190991649946,0.29826051012659877,0.207041856251345,0.24852189519681178,0.3051644175220313,0.2690025237989463,0.27365672928708634,0.29117191744119153,0.2952000677069083,0.26113064705894384,0.23804749090399455,0.2679905856189702,0.28213340302491274,0.3058634428054201,0.22094736431096973,0.3264778806227274,0.24232083432305682,0.2618999706612441,0.3218673358806936,0.23327692798326585,0.302021475239498,0.4694847019981314,0.2320576900872791,0.29479052624437696,0.23474235424965317,0.28181556836726157,0.34948254749827146,0.20422780525847656,0.2575536548884764,0.2774486029530726,0.28882234039344773,0.2727134574952386,0.19913391384347,0.2510090479045869,1.0,0.26763577741260275,0.2607380043282795,0.23106843970292043,0.12288529782626219,0.29304950023787946,0.4969799865418875,0.2554165644519337,0.26377691957558985,0.27023102544990807,0.30721041954998823,0.29699229715099923,0.28474216718011164,0.3722697236273649,0.30502359991793315,0.2542995358844444,0.26838258405729376,0.27898493625502946,0.3073518417593642,0.25161241295613723
MCD,0.3555483968604933,0.33902321454409806,0.3114299442334087,0.30656993611896866,0.2866682007115658,0.286643613605803,0.28935614579200714,0.32730874286015943,0.3207144818588563,0.2837188850037267,0.31126496747042126,0.3067500565454823,0.27704694636627475,0.2517117637045685,0.42202171433904495,0.36322046842269295,0.2561509157355565,0.3076028155398449,0.3278008583035648,0.2703617152718808,0.2837280166173077,0.29050721368435706,0.32807419416629413,0.32957740342379555,0.25961059607162573,0.3784512000862217,0.2934231607630929,0.3091775389564632,0.3271994813850319,0.29990132585413504,0.37548922929929474,0.2854593356400566,0.3009577278138781,0.3473436447814814,0.23221983082012632,0.3398439736936725,0.35640905476083323,0.28571200867195157,0.3169909153879162,0.30472780835912017,0.36941698807717727,0.3332887164460433,0.24372157766318145,0.28849999633558265,0.26763577741260275,1.0,0.32363294642904933,0.2915233118171869,0.0823333003502042,0.3457805642807662,0.24878608005056765,0.2372481981632456,0.38973538501227956,0.3182443122411446,0.3691435932993919,0.4004704963572938,0.32666323653769785,0.3619799087856411,0.3364069746391661,0.2575145049897487,0.3427302632956273,0.3243856963813097,0.33284080275385214,0.26368475288412385
MRK,0.33176899889384437,0.4682355855683045,0.30992300433508013,0.3228714938481901,0.28394776384933784,0.38483469421808625,0.34502976233034977,0.27192374108566364,0.5075302174458763,0.30707035639301206,0.27854261034702277,0.3153729458402867,0.2854133276583703,0.2523690292160606,0.3949179553361702,0.35670670417984396,0.253730362284462,0.30873019909060895,0.29537974764190555,0.261740077745242,0.30774001554076014,0.2738613808646878,0.31170323929721905,0.2898152648866611,0.25899751212507516,0.34419476311360925,0.2731161940941766,0.298386905021783,0.33446000564133554,0.25863990680650173,0.34847956255484847,0.2841286593491681,0.3359131070346582,0.3111006392059157,0.23987696361485839,0.32557792746200126,0.3115966115476215,0.24911361707037952,0.2803895054646226,0.29834478588349694,0.5265796578218278,0.3376221186042814,0.23403002329514005,0.5049277159960015,0.2607380043282795,0.32363294642904933,1.0,0.25329828671253396,0.1001684247643174,0.3003880309477902,0.25825184734236073,0.24128520988496785,0.3833727797719432,0.5409217919075857,0.32393360110925284,0.39561126575872524,0.32116884962364606,0.3182693171449881,0.3257371421758985,0.26064460694244485,0.2720638909624267,0.3178189076015933,0.3022373922349153,0.27875363791998325
MSI,0.33258940052680247,0.2519030499412515,0.21418478359545456,0.2540942624479714,0.2557693911281183,0.2178601446601195,0.21992688269268262,0.29483864401394205,0.257151480312811,0.16827215738340812,0.3274412416173208,0.2673240453592679,0.17887903179121792,0.22214773907022203,0.26835151731876195,0.22894273292640996,0.2336344420492677,0.21908810911514345,0.32135967387284153,0.3257180068050378,0.20767702638616237,0.2879121056750648,0.25335179457749374,0.3517841833180151,0.23609054517032216,0.360082763917533,0.21201947627311463,0.23005432912187285,0.26367562883629914,0.32838188910786936,0.374624310968093,0.25789607585089525,0.1938125499701623,0.3273207062184061,0.2454123975661897,0.19138268578590398,0.3543739678624826,0.4103571053041518,0.3856513798691457,0.33476642913579535,0.25906689222546797,0.22802762267257703,0.16998677509178273,0.23954047254922145,0.23106843970292043,0.2915233118171869,0.25329828671253396,1.0,0.09414466360087224,0.31319330149112884,0.23957752712889813,0.23591066179861203,0.24911248196691563,0.2532914353652164,0.33956259129040656,0.22624910665432796,0.2524602972872134,0.3272172594378631,0.35040400493541163,0.26590324997814935,0.2928690991636498,0.22123261171629208,0.3113607096133882,0.22141133354179815
NEM,0.11838416866798575,0.06850355828780443,0.08399758440391068,0.13575813772640102,0.14593240753819556,0.09719185071749155,0.10825394894468103,0.0904278067152355,0.07022522855658579,0.07695866032108667,0.16688997061775124,0.21466676073793983,0.07359747120691741,0.11617776756258415,0.09661467707012204,0.10250583941909244,0.20190312845018843,0.1256506769280813,0.12183810576263202,0.163754267721074,0.07863656069978622,0.15519444081120726,0.14497890719702627,0.169358357715538,0.1048694764294395,0.1357730087286825,0.13963290372607387,0.15195064669415412,0.20221219409650315,0.08436040320404159,0.08154302234254111,0.09871037848998876,0.08735777839715014,0.10014572717596065,0.2084505035578219,0.10044743885002852,0.09538260536346063,0.0960538026872264,0.07821743062780673,0.14209760482713737,0.0913560121949468,0.08134715101552728,0.05492502578580717,0.07530659920209773,0.12288529782626219,0.0823333003502042,0.1001684247643174,0.09414466360087224,1.0,0.11555947838242743,0.1129175877219875,0.2109011466102477,0.09827846382769634,0.09384403239432988,0.15303801232363,0.09168513528555373,0.15728962020836945,0.10040153501425002,0.12025346178549512,0.21727134793134256,0.09656231311163051,0.12215439031867818,0.12371746980343333,0.12715268270161334
NSC,0.4651255462219434,0.30984432578062143,0.26125381756433963,0.3159635178797409,0.3640958893058984,0.28132375648901276,0.2729656481037983,0.39777637235579644,0.2892041544394246,0.23491642292325352,0.4745590171429141,0.409472057354181,0.24149239005043457,0.2703185350097642,0.350318776574212,0.3098631363388136,0.37320366707766595,0.29503969993832907,0.7100204420612806,0.4440987802529615,0.2968041963766602,0.4389366104980432,0.34132163768168033,0.4793080439923597,0.2678672135413072,0.5063643091909423,0.2975164340142043,0.32091761662684276,0.41071901211209483,0.3895501581041067,0.448634405919593,0.3592341939971268,0.2542243719839924,0.45806218723498,0.36996944061975595,0.30577840663372496,0.4887085241667719,0.338054088836186,0.3622896818495568,0.4584875235309717,0.3360182604964246,0.3012421756935493,0.22896141955787958,0.2878833175327347,0.29304950023787946,0.3457805642807662,0.3003880309477902,0.31319330149112884,0.11555947838242743,1.0,0.28325039670304897,0.3528651361124932,0.31202174635777724,0.31346858820187207,0.5008376611544623,0.32459452128500704,0.3324144283232054,0.44500019802181184,0.4057693778104087,0.39199624112365156,0.38763002661589263,0.31204204647438766,0.6878887338343692,0.29022492555504215
NOC,0.3007279186119348,0.2588622145275873,0.23374360297555843,0.27217247888593044,0.2596305158689747,0.23982302935977162,0.2497708928017841,0.3367831280553609,0.25731654257899306,0.22701974838149364,0.2981395570532151,0.2921576097010014,0.2056320975609545,0.21782058594083548,0.2828617450864218,0.261284284625871,0.2584331618689465,0.26519673569452784,0.29523501226377896,0.26897276726423225,0.2369809862895467,0.2831655128425917,0.2801321540754443,0.2945660701773189,0.21598751298789984,0.31895248186579345,0.2403983375752273,0.2529404895346819,0.30082629280276096,0.2335829043535695,0.2905145613887553,0.4597280940790211,0.24368036694012102,0.2884888536974225,0.25441618633126856,0.25327988600156726,0.3427828594735657,0.21995932185907566,0.24606991110377216,0.28196072023492535,0.286924847128726,0.26157988435524204,0.19260093125077582,0.24260538809403792,0.4969799865418875,0.24878608005056765,0.25825184734236073,0.23957752712889813,0.1129175877219875,0.28325039670304897,1.0,0.2544836780978315,0.269087352133613,0.2660507289663819,0.29351121630900723,0.26988313837754363,0.2725100685926663,0.37318768258784635,0.2847451789611786,0.262501964670185,0.26464230469363853,0.25373443215573466,0.29223590188502147,0.24184761368959237
OXY,0.33641768416520507,0.20792616795910582,0.22437439520706765,0.24676904265939328,0.34255208862714914,0.22794370206952658,0.19865499829395122,0.3610240354711047,0.21921589472668954,0.15219111205040728,0.4014863120981047,0.6441540771417026,0.10283854981146322,0.23010013057530557,0.2591718018226365,0.1975792208732769,0.6504919173033965,0.2182015783036742,0.34949590657498536,0.34314311521671875,0.22736789493908371,0.3713710557067035,0.3200362935632502,0.3795581197770848,0.2457206826781726,0.43545808539046515,0.2683931691684761,0.2940716927448716,0.6404546687881045,0.30756828684186105,0.378210343445653,0.3099045859602996,0.1650910971007277,0.30789054377325004,0.597215220631013,0.20005706400597684,0.35367427825584374,0.2725199938357567,0.2805861132935708,0.3669159416722316,0.24550632531033742,0.18904718063152504,0.1686281958226678,0.21123672219586906,0.2554165644519337,0.2372481981632456,0.24128520988496785,0.23591066179861203,0.2109011466102477,0.3528651361124932,0.2544836780978315,1.0,0.20987588443838484,0.24962285212755647,0.35622400754093725,0.2219166538513993,0.32036789130326504,0.368580274446893,0.3137059960549113,0.6212794008902366,0.23017953453793608,0.25549257026176253,0.3811649585846269,0.20538770170975978
PEP,0.3562546875530732,0.385443455229596,0.3694527367979434,0.3467275941440933,0.31610321389925844,0.33533781256109957,0.31205163170680417,0.2842264996725622,0.3588311440489202,0.3835773946766812,0.2793540720873936,0.30555780057673987,0.3491722437291336,0.2720664643140296,0.5710204370908915,0.4398772067431846,0.23648639172803737,0.3590663165660909,0.2937318619626106,0.24433153152597842,0.3174711856556688,0.27131773199942577,0.35488092692100703,0.27813926014601326,0.2757203916560197,0.3369135756588422,0.2959692014990105,0.33281076663107223,0.32988244211908085,0.23943363548820923,0.3353361457713291,0.27160713857254853,0.42110291657547716,0.356325161840621,0.21663056921997745,0.4126944831760273,0.3195339736503599,0.24701065180229317,0.27973256099561583,0.28760188767639483,0.4440280959493056,0.37306694968925286,0.2401391369021459,0.34638427272263034,0.26377691957558985,0.38973538501227956,0.3833727797719432,0.24911248196691563,0.09827846382769634,0.31202174635777724,0.269087352133613,0.20987588443838484,1.0,0.3694113482322553,0.33444336838178607,0.4562524378390237,0.34071568386377565,0.3282403441323459,0.30868831195001717,0.23365201321091855,0.3095450476278088,0.3619405111000596,0.2960217869547901,0.31998268693891807
